country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
United Kingdom,"Newry, Mourne and Down",2020-02-16,-5.0,-6.0,-34.0,-14.0,1.0,
United Kingdom,"Newry, Mourne and Down",2020-02-17,13.0,0.0,,-10.0,-15.0,2.0
United Kingdom,"Newry, Mourne and Down",2020-02-18,15.0,0.0,,-17.0,-14.0,3.0
United Kingdom,"Newry, Mourne and Down",2020-02-19,2.0,-5.0,-19.0,-18.0,-14.0,3.0
United Kingdom,"Newry, Mourne and Down",2020-02-20,9.0,0.0,15.0,-12.0,-12.0,3.0
United Kingdom,"Newry, Mourne and Down",2020-02-21,-1.0,-2.0,-12.0,-10.0,-12.0,4.0
United Kingdom,"Newry, Mourne and Down",2020-02-22,-6.0,0.0,-1.0,-7.0,1.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-02-23,0.0,-3.0,7.0,-1.0,4.0,
United Kingdom,"Newry, Mourne and Down",2020-02-24,0.0,4.0,-6.0,-7.0,2.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-02-25,2.0,4.0,,2.0,3.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-02-26,1.0,-3.0,9.0,-2.0,2.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-02-27,5.0,0.0,15.0,5.0,2.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-02-28,0.0,0.0,-15.0,-3.0,1.0,1.0
United Kingdom,"Newry, Mourne and Down",2020-02-29,-7.0,-1.0,-31.0,-14.0,-4.0,2.0
United Kingdom,"Newry, Mourne and Down",2020-03-01,4.0,-3.0,-17.0,-8.0,1.0,
United Kingdom,"Newry, Mourne and Down",2020-03-02,7.0,4.0,6.0,1.0,3.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-03-03,12.0,2.0,,6.0,2.0,-1.0
United Kingdom,"Newry, Mourne and Down",2020-03-04,11.0,3.0,21.0,-4.0,1.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-03-05,10.0,2.0,23.0,-4.0,1.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-03-06,5.0,4.0,23.0,0.0,2.0,0.0
United Kingdom,"Newry, Mourne and Down",2020-03-07,1.0,4.0,0.0,-2.0,1.0,1.0
United Kingdom,"Newry, Mourne and Down",2020-03-08,10.0,3.0,8.0,-7.0,2.0,
United Kingdom,"Newry, Mourne and Down",2020-03-09,0.0,4.0,-15.0,-6.0,1.0,1.0
United Kingdom,"Newry, Mourne and Down",2020-03-10,6.0,5.0,,6.0,2.0,1.0
United Kingdom,"Newry, Mourne and Down",2020-03-11,1.0,7.0,-6.0,-10.0,0.0,1.0
United Kingdom,"Newry, Mourne and Down",2020-03-12,3.0,27.0,-4.0,-12.0,1.0,2.0
United Kingdom,"Newry, Mourne and Down",2020-03-13,-2.0,17.0,20.0,-7.0,0.0,3.0
United Kingdom,"Newry, Mourne and Down",2020-03-14,-13.0,10.0,-14.0,-26.0,-4.0,5.0
United Kingdom,"Newry, Mourne and Down",2020-03-15,-5.0,14.0,44.0,-11.0,-3.0,
